season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week,estimated_fan_vote_share,rule_type,in_pred_bottom2,fan_rank_from_P,final_score_or_metric,final_rank,pred_eliminated_flag
10,9,Evan Lysacek,0.261,1,0,0.2736989510366228,S3-27_percent,0,,0.5346989510366228,2,0
10,9,Nicole Scherzinger,0.261,1,0,0.2736990694926949,S3-27_percent,0,,0.534699069492695,1,0
10,9,Erin Andrews,0.248,3,0,0.2736990231144174,S3-27_percent,0,,0.5216990231144174,3,0
10,9,Chad Ochocinco,0.23,4,1,0.1789029563562647,S3-27_percent,0,,0.4089029563562647,4,1
10,10,Nicole Scherzinger,0.348,1,0,0.3333333892011429,S3-27_percent,0,,0.6813333892011428,1,0
10,10,Erin Andrews,0.327,2,0,0.3333333528751871,S3-27_percent,0,,0.6603333528751871,2,0
10,10,Evan Lysacek,0.325,3,0,0.3333332579236699,S3-27_percent,0,,0.6583332579236699,3,1
11,1,Jennifer Grey,0.106,1,0,0.0861568195464063,S3-27_percent,0,,0.1921568195464063,1,0
11,1,Brandy,0.101,2,0,0.0853071828475884,S3-27_percent,0,,0.1863071828475884,3,0
11,1,Kyle Massey,0.101,2,0,0.0861570380513864,S3-27_percent,0,,0.1871570380513864,2,0
11,1,Rick Fox,0.097,4,0,0.0848621414005827,S3-27_percent,0,,0.1818621414005827,4,0
11,1,Audrina Patridge,0.084,5,0,0.0836938288032268,S3-27_percent,0,,0.1676938288032268,6,0
11,1,Kurt Warner,0.084,5,0,0.0858802618571942,S3-27_percent,0,,0.1698802618571942,5,0
11,1,Bristol Palin,0.079,7,0,0.0861565700641567,S3-27_percent,0,,0.16515657006415668,7,0
11,1,Florence Henderson,0.079,7,0,0.0839655243628646,S3-27_percent,0,,0.1629655243628646,8,0
11,1,Michael Bolton,0.07,9,0,0.0792769402218087,S3-27_percent,0,,0.1492769402218087,9,0
11,1,David Hasselhoff,0.066,10,1,0.0736387897462329,S3-27_percent,0,,0.1396387897462329,12,1
11,1,Margaret Cho,0.066,10,0,0.0817639158849537,S3-27_percent,0,,0.1477639158849537,11,0
11,1,The Situation,0.066,10,0,0.0831409872135979,S3-27_percent,0,,0.14914098721359792,10,0
11,2,Jennifer Grey,0.109,1,0,0.0940067121588565,S3-27_percent,0,,0.20300671215885652,1,0
11,2,Audrina Patridge,0.104,2,0,0.0900933871713801,S3-27_percent,0,,0.19409338717138008,2,0
11,2,Bristol Palin,0.1,3,0,0.0940064836379924,S3-27_percent,0,,0.1940064836379924,4,0
11,2,Kyle Massey,0.1,3,0,0.0940069301667382,S3-27_percent,0,,0.1940069301667382,3,0
11,2,Brandy,0.095,5,0,0.0926619049501912,S3-27_percent,0,,0.1876619049501912,6,0
11,2,Kurt Warner,0.095,5,0,0.0935693743759012,S3-27_percent,0,,0.1885693743759012,5,0
11,2,Rick Fox,0.095,5,0,0.0919551808145341,S3-27_percent,0,,0.1869551808145341,7,0
11,2,Florence Henderson,0.086,8,0,0.0905274612324452,S3-27_percent,0,,0.1765274612324452,8,0
11,2,Margaret Cho,0.081,9,0,0.0869976216484084,S3-27_percent,0,,0.1679976216484084,10,0
11,2,The Situation,0.081,9,0,0.0892090705705175,S3-27_percent,0,,0.17020907057051748,9,0
11,2,Michael Bolton,0.054,11,1,0.0829658732730348,S3-27_percent,0,,0.1369658732730348,11,1
11,3,Audrina Patridge,0.118,1,0,0.0969248732916431,S3-27_percent,0,,0.2149248732916431,1,0
11,3,Brandy,0.109,2,0,0.1018546065500742,S3-27_percent,0,,0.2108546065500742,3,0
11,3,Jennifer Grey,0.109,2,0,0.1044140978711422,S3-27_percent,0,,0.21341409787114218,2,0
11,3,Rick Fox,0.109,2,0,0.1005024639997437,S3-27_percent,0,,0.2095024639997437,4,0
11,3,Kurt Warner,0.104,5,0,0.1035833922082417,S3-27_percent,0,,0.20758339220824168,6,0
11,3,Kyle Massey,0.104,5,0,0.1044140195194386,S3-27_percent,0,,0.2084140195194386,5,0
11,3,Florence Henderson,0.09,7,0,0.0977617170710407,S3-27_percent,0,,0.1877617170710407,8,0
11,3,The Situation,0.09,7,0,0.0952157369529999,S3-27_percent,0,,0.1852157369529999,9,0
11,3,Bristol Palin,0.086,9,0,0.104414030813703,S3-27_percent,0,,0.190414030813703,7,0
11,3,Margaret Cho,0.081,10,1,0.0909150617219726,S3-27_percent,0,,0.1719150617219726,10,1
11,4,Jennifer Grey,0.156,1,0,0.117825707166019,S3-27_percent,0,,0.273825707166019,1,0
11,4,Brandy,0.134,2,0,0.1128110998406894,S3-27_percent,0,,0.2468110998406894,2,0
11,4,Audrina Patridge,0.128,3,0,0.1030391036752253,S3-27_percent,0,,0.2310391036752253,3,0
11,4,Kyle Massey,0.112,4,0,0.1178257652760438,S3-27_percent,0,,0.22982576527604381,4,0
11,4,Rick Fox,0.109,5,0,0.1101453727445142,S3-27_percent,0,,0.2191453727445142,5,0
11,4,Florence Henderson,0.098,6,0,0.1047088991420596,S3-27_percent,0,,0.20270889914205958,8,0
11,4,Kurt Warner,0.095,7,0,0.1162020733860941,S3-27_percent,0,,0.2112020733860941,6,0
11,4,Bristol Palin,0.089,8,0,0.1178258833513194,S3-27_percent,0,,0.2068258833513194,7,0
11,4,The Situation,0.078,9,1,0.0996160954180348,S3-27_percent,0,,0.1776160954180348,9,1
11,5,Brandy,0.148,1,0,0.12558627341877,S3-27_percent,0,,0.27358627341876995,1,0
11,5,Jennifer Grey,0.137,2,0,0.1352306335321821,S3-27_percent,0,,0.27223063353218213,2,0
11,5,Kurt Warner,0.132,3,0,0.1321203315628436,S3-27_percent,0,,0.26412033156284365,3,0
11,5,Rick Fox,0.132,3,0,0.1204114427388911,S3-27_percent,0,,0.2524114427388911,4,0
11,5,Audrina Patridge,0.126,5,0,0.1064416750613737,S3-27_percent,0,,0.2324416750613737,7,0
11,5,Florence Henderson,0.115,6,1,0.1097481641009843,S3-27_percent,0,,0.2247481641009843,8,1
11,5,Kyle Massey,0.11,7,0,0.1352306342425228,S3-27_percent,0,,0.24523063424252278,5,0
11,5,Bristol Palin,0.099,8,0,0.1352308453424322,S3-27_percent,0,,0.23423084534243221,6,0
11,6,Brandy,0.174,1,0,0.1400630760013361,S3-27_percent,0,,0.3140630760013361,1,0
11,6,Audrina Patridge,0.155,2,1,0.1032760183676307,S3-27_percent,0,,0.2582760183676307,6,1
11,6,Rick Fox,0.145,3,0,0.1302749765037977,S3-27_percent,0,,0.27527497650379773,5,0
11,6,Kyle Massey,0.145,4,0,0.1580365674546545,S3-27_percent,0,,0.30303656745465446,2,0
11,6,Jennifer Grey,0.14,5,0,0.1580366119963398,S3-27_percent,0,,0.2980366119963398,3,0
11,6,Bristol Palin,0.135,6,0,0.1580367313086103,S3-27_percent,0,,0.2930367313086103,4,0
11,6,Kurt Warner,0.106,7,0,0.1522760183676307,S3-27_percent,0,,0.2582760183676307,6,0
11,7,Brandy,0.175,1,0,0.1531251770550391,S3-27_percent,0,,0.3281251770550391,4,0
11,7,Jennifer Grey,0.175,1,0,0.1854640494633669,S3-27_percent,0,,0.36046404946336685,1,0
11,7,Kurt Warner,0.168,3,0,0.1553818246993741,S3-27_percent,0,,0.3233818246993741,5,0
11,7,Rick Fox,0.165,4,1,0.1351010683494414,S3-27_percent,0,,0.3001010683494414,6,1
11,7,Kyle Massey,0.161,5,0,0.1854639097433101,S3-27_percent,0,,0.3464639097433101,2,0
11,7,Bristol Palin,0.156,6,0,0.1854639706894682,S3-27_percent,0,,0.3414639706894682,3,0
11,8,Brandy,0.215,1,0,0.1676234811129569,S3-27_percent,0,,0.3826234811129569,4,0
11,8,Jennifer Grey,0.215,1,0,0.2239072017289958,S3-27_percent,0,,0.4389072017289958,1,0
11,8,Kyle Massey,0.211,3,0,0.2239072122701575,S3-27_percent,0,,0.4349072122701575,2,0
11,8,Kurt Warner,0.181,4,1,0.1606550554229947,S3-27_percent,0,,0.3416550554229947,5,1
11,8,Bristol Palin,0.177,5,0,0.2239070494648949,S3-27_percent,0,,0.40090704946489486,3,0
11,9,Jennifer Grey,0.263,1,0,0.2736762071629845,S3-27_percent,0,,0.5366762071629845,1,0
11,9,Kyle Massey,0.254,2,0,0.2736760816616784,S3-27_percent,0,,0.5276760816616783,2,0
11,9,Brandy,0.25,3,1,0.1789717416376272,S3-27_percent,0,,0.4289717416376272,4,1
11,9,Bristol Palin,0.232,4,0,0.2736759695377097,S3-27_percent,0,,0.5056759695377097,3,0
11,10,Jennifer Grey,0.361,1,0,0.3333332933318991,S3-27_percent,0,,0.6943332933318991,1,0
11,10,Kyle Massey,0.329,2,0,0.3333333435784061,S3-27_percent,0,,0.6623333435784061,2,0
11,10,Bristol Palin,0.309,3,0,0.3333333630896947,S3-27_percent,0,,0.6423333630896947,3,1
12,1,Ralph Macchio,0.116,1,0,0.092114000590164,S3-27_percent,0,,0.208114000590164,1,0
12,1,Kirstie Alley,0.111,2,0,0.092932896037782,S3-27_percent,0,,0.203932896037782,2,0
12,1,Chelsea Kane,0.101,3,0,0.0929327004715474,S3-27_percent,0,,0.19393270047154743,4,0
12,1,Hines Ward,0.101,3,0,0.0929329261083381,S3-27_percent,0,,0.19393292610833812,3,0
12,1,Chris Jericho,0.092,5,0,0.0912220743655211,S3-27_percent,0,,0.1832220743655211,6,0
12,1,Romeo,0.092,5,0,0.091779247409263,S3-27_percent,0,,0.183779247409263,5,0
12,1,Kendra Wilkinson,0.087,7,0,0.0919331589904342,S3-27_percent,0,,0.1789331589904342,7,0
12,1,Petra Nemcova,0.087,7,0,0.0906700533556417,S3-27_percent,0,,0.17767005335564168,8,0
12,1,Sugar Ray Leonard,0.082,9,0,0.0893841306195038,S3-27_percent,0,,0.1713841306195038,9,0
12,1,Wendy Williams,0.068,10,0,0.0883570449029061,S3-27_percent,0,,0.1563570449029061,10,0
12,1,Mike Catherwood,0.063,11,0,0.0857417671488982,S3-27_percent,0,,0.1487417671488982,11,1
12,2,Chris Jericho,0.106,1,0,0.0914080725682103,S3-27_percent,0,,0.1974080725682103,3,0
12,2,Hines Ward,0.106,1,0,0.0940480741963628,S3-27_percent,0,,0.20004807419636278,1,0
12,2,Romeo,0.106,1,0,0.0922695834041661,S3-27_percent,0,,0.19826958340416612,2,0
12,2,Ralph Macchio,0.097,4,0,0.0927865572525299,S3-27_percent,0,,0.1897865572525299,4,0
12,2,Kirstie Alley,0.093,5,0,0.0940481499612686,S3-27_percent,0,,0.18704814996126862,5,0
12,2,Kendra Wilkinson,0.088,6,0,0.092508005976956,S3-27_percent,0,,0.180508005976956,6,0
12,2,Chelsea Kane,0.083,7,0,0.0940480402341934,S3-27_percent,0,,0.1770480402341934,7,0
12,2,Petra Nemcova,0.083,7,0,0.090552597182005,S3-27_percent,0,,0.173552597182005,8,0
12,2,Mike Catherwood,0.079,9,1,0.0828301393917633,S3-27_percent,0,,0.1618301393917633,11,1
12,2,Sugar Ray Leonard,0.079,9,0,0.0885527728564382,S3-27_percent,0,,0.16755277285643821,9,0
12,2,Wendy Williams,0.079,9,0,0.0869480069761058,S3-27_percent,0,,0.1659480069761058,10,0
12,3,Hines Ward,0.117,1,0,0.1044258322365279,S3-27_percent,0,,0.2214258322365279,1,0
12,3,Petra Nemcova,0.117,1,0,0.0978038318485265,S3-27_percent,0,,0.21480383184852653,2,0
12,3,Chelsea Kane,0.107,3,0,0.1044260098175577,S3-27_percent,0,,0.21142600981755771,3,0
12,3,Kendra Wilkinson,0.107,3,0,0.1015201359278004,S3-27_percent,0,,0.2085201359278004,4,0
12,3,Chris Jericho,0.098,5,0,0.0994329524414688,S3-27_percent,0,,0.1974329524414688,7,0
12,3,Kirstie Alley,0.098,5,0,0.1044261360150989,S3-27_percent,0,,0.2024261360150989,5,0
12,3,Ralph Macchio,0.098,5,0,0.1020463480091249,S3-27_percent,0,,0.2000463480091249,6,0
12,3,Romeo,0.093,8,0,0.1010679152567257,S3-27_percent,0,,0.1940679152567257,8,0
12,3,Sugar Ray Leonard,0.093,8,0,0.0939736080817517,S3-27_percent,0,,0.1869736080817517,9,0
12,3,Wendy Williams,0.07,10,1,0.0908772303654171,S3-27_percent,0,,0.16087723036541712,10,1
12,4,Chelsea Kane,0.126,1,0,0.1178232421602787,S3-27_percent,0,,0.2438232421602787,1,0
12,4,Hines Ward,0.121,2,0,0.117822730505219,S3-27_percent,0,,0.23882273050521902,2,0
12,4,Ralph Macchio,0.121,2,0,0.1131728226933169,S3-27_percent,0,,0.2341728226933169,3,0
12,4,Chris Jericho,0.112,4,0,0.1080272775292846,S3-27_percent,0,,0.22002727752928458,6,0
12,4,Petra Nemcova,0.112,4,0,0.1047983746970956,S3-27_percent,0,,0.21679837469709562,7,0
12,4,Romeo,0.112,4,0,0.1112509686842622,S3-27_percent,0,,0.2232509686842622,5,0
12,4,Kirstie Alley,0.107,7,0,0.1178232785915173,S3-27_percent,0,,0.2248232785915173,4,0
12,4,Sugar Ray Leonard,0.102,8,1,0.0971406525695127,S3-27_percent,0,,0.1991406525695127,8,1
12,4,Kendra Wilkinson,0.087,9,0,0.1121406525695127,S3-27_percent,0,,0.1991406525695127,8,0
12,5,Hines Ward,0.139,1,0,0.1349382066672949,S3-27_percent,0,,0.2739382066672949,1,0
12,5,Chelsea Kane,0.134,2,0,0.1349388408161645,S3-27_percent,0,,0.2689388408161645,2,0
12,5,Chris Jericho,0.134,2,0,0.1160002527662229,S3-27_percent,0,,0.2500002527662229,5,0
12,5,Romeo,0.134,2,0,0.1222827727491618,S3-27_percent,0,,0.2562827727491618,3,0
12,5,Kirstie Alley,0.119,5,0,0.1349389141911982,S3-27_percent,0,,0.2539389141911982,4,0
12,5,Kendra Wilkinson,0.113,6,0,0.1212423920678774,S3-27_percent,0,,0.2342423920678774,7,0
12,5,Petra Nemcova,0.113,6,1,0.1096542251239569,S3-27_percent,0,,0.22265422512395688,8,1
12,5,Ralph Macchio,0.113,6,0,0.126004395618123,S3-27_percent,0,,0.23900439561812298,6,0
12,6,Chelsea Kane,0.156,1,0,0.1575732659299089,S3-27_percent,0,,0.31357326592990886,1,0
12,6,Romeo,0.156,1,0,0.1339091983355363,S3-27_percent,0,,0.2899091983355363,4,0
12,6,Hines Ward,0.15,3,0,0.1575725239954393,S3-27_percent,0,,0.30757252399543933,2,0
12,6,Kirstie Alley,0.144,4,0,0.157573359273665,S3-27_percent,0,,0.301573359273665,3,0
12,6,Kendra Wilkinson,0.139,5,0,0.1305114260607169,S3-27_percent,0,,0.2695114260607169,6,0
12,6,Ralph Macchio,0.133,6,0,0.1409294132982202,S3-27_percent,0,,0.2739294132982202,5,0
12,6,Chris Jericho,0.122,7,1,0.1219308131065133,S3-27_percent,0,,0.2439308131065133,7,1
12,7,Hines Ward,0.175,1,0,0.1870981163113348,S3-27_percent,0,,0.3620981163113348,1,0
12,7,Ralph Macchio,0.175,1,0,0.1571639813680241,S3-27_percent,0,,0.33216398136802405,4,0
12,7,Chelsea Kane,0.17,3,0,0.1870986261310757,S3-27_percent,0,,0.3570986261310757,2,0
12,7,Kendra Wilkinson,0.162,4,1,0.1372502450406935,S3-27_percent,0,,0.29925024504069353,6,1
12,7,Kirstie Alley,0.159,5,0,0.1870987502513178,S3-27_percent,0,,0.3460987502513178,3,0
12,7,Romeo,0.159,5,0,0.144290280897554,S3-27_percent,0,,0.303290280897554,5,0
12,8,Chelsea Kane,0.212,1,0,0.2253770414910241,S3-27_percent,0,,0.4373770414910241,1,0
12,8,Hines Ward,0.208,2,0,0.2253770697215282,S3-27_percent,0,,0.43337706972152823,2,0
12,8,Kirstie Alley,0.204,3,0,0.2253772456816856,S3-27_percent,0,,0.42937724568168556,3,0
12,8,Romeo,0.2,4,1,0.1504343215528809,S3-27_percent,0,,0.3504343215528809,4,1
12,8,Ralph Macchio,0.177,5,0,0.1734343215528809,S3-27_percent,0,,0.3504343215528809,4,0
12,9,Chelsea Kane,0.311,1,0,0.2729543942346299,S3-27_percent,0,,0.5839543942346299,1,0
12,9,Hines Ward,0.255,2,0,0.2729549628712689,S3-27_percent,0,,0.527954962871269,2,0
12,9,Kirstie Alley,0.23,3,0,0.2729546396757374,S3-27_percent,0,,0.5029546396757374,3,0
12,9,Ralph Macchio,0.204,4,1,0.1811360032183636,S3-27_percent,0,,0.3851360032183636,4,1
12,10,Chelsea Kane,0.34,1,0,0.3333329648092611,S3-27_percent,0,,0.6733329648092612,2,0
12,10,Hines Ward,0.34,1,0,0.3333337613308514,S3-27_percent,0,,0.6733337613308514,1,0
12,10,Kirstie Alley,0.321,3,0,0.3333332738598875,S3-27_percent,0,,0.6543332738598875,3,1
13,1,Chynna Phillips,0.101,1,0,0.0832186408580642,S3-27_percent,0,,0.18421864085806422,2,0
13,1,J.R. Martinez,0.101,1,0,0.0862416272929911,S3-27_percent,0,,0.1872416272929911,1,0
13,1,Hope Solo,0.097,3,0,0.0853917958886078,S3-27_percent,0,,0.18239179588860782,3,0
13,1,Ricki Lake,0.092,4,0,0.0862414887214232,S3-27_percent,0,,0.1782414887214232,4,0
13,1,Kristin Cavallari,0.088,5,0,0.0791367847661634,S3-27_percent,0,,0.1671367847661634,6,0
13,1,David Arquette,0.083,6,0,0.0849546676420681,S3-27_percent,0,,0.16795466764206812,5,0
13,1,Carson Kressley,0.078,7,0,0.0848735374689155,S3-27_percent,0,,0.1628735374689155,8,0
13,1,Chaz Bono,0.078,7,0,0.0880408507783367,S3-27_percent,0,,0.1660408507783367,7,0
13,1,Nancy Grace,0.074,9,0,0.0852036192367998,S3-27_percent,0,,0.1592036192367998,10,0
13,1,Rob Kardashian,0.074,9,0,0.0862415204880706,S3-27_percent,0,,0.1602415204880706,9,0
13,1,Elisabetta Canalis,0.069,11,0,0.0768430424778436,S3-27_percent,0,,0.1458430424778436,11,0
13,1,Metta World Peace (Ron),0.065,12,1,0.0736124243807154,S3-27_percent,0,,0.13861242438071542,12,1
13,2,Ricki Lake,0.103,1,0,0.0941583048546785,S3-27_percent,0,,0.1971583048546785,1,0
13,2,J.R. Martinez,0.099,2,0,0.0941584269253777,S3-27_percent,0,,0.1931584269253777,2,0
13,2,Kristin Cavallari,0.099,2,0,0.0827549872085571,S3-27_percent,0,,0.1817549872085571,6,0
13,2,Chynna Phillips,0.094,4,0,0.0893511994132241,S3-27_percent,0,,0.1833511994132241,5,0
13,2,Elisabetta Canalis,0.094,4,1,0.0789901493605532,S3-27_percent,0,,0.17299014936055318,10,1
13,2,Nancy Grace,0.094,4,0,0.092515110300068,S3-27_percent,0,,0.186515110300068,4,0
13,2,Rob Kardashian,0.094,4,0,0.0941582526985571,S3-27_percent,0,,0.1881582526985571,3,0
13,2,Hope Solo,0.085,8,0,0.0928133324433203,S3-27_percent,0,,0.17781333244332032,7,0
13,2,Carson Kressley,0.081,9,0,0.0919901493605532,S3-27_percent,0,,0.1729901493605532,9,0
13,2,David Arquette,0.081,9,0,0.0921199380745572,S3-27_percent,0,,0.17311993807455722,8,0
13,2,Chaz Bono,0.076,11,0,0.0969901493605532,S3-27_percent,0,,0.17299014936055318,10,0
13,3,Ricki Lake,0.114,1,0,0.1044035957711394,S3-27_percent,0,,0.2184035957711394,1,0
13,3,Chynna Phillips,0.11,2,0,0.0951919773519964,S3-27_percent,0,,0.2051919773519964,4,0
13,3,J.R. Martinez,0.11,2,0,0.1044037258180897,S3-27_percent,0,,0.2144037258180897,2,0
13,3,David Arquette,0.101,4,0,0.1005188190005832,S3-27_percent,0,,0.20151881900058322,6,0
13,3,Hope Solo,0.101,4,0,0.101844076524024,S3-27_percent,0,,0.202844076524024,5,0
13,3,Kristin Cavallari,0.101,4,1,0.0822469134591675,S3-27_percent,0,,0.1832469134591675,9,1
13,3,Rob Kardashian,0.101,4,0,0.1044034904136051,S3-27_percent,0,,0.20540349041360512,3,0
13,3,Carson Kressley,0.097,8,0,0.0984655320353105,S3-27_percent,0,,0.1954655320353105,7,0
13,3,Nancy Grace,0.089,9,0,0.1012749561669163,S3-27_percent,0,,0.1902749561669163,8,0
13,3,Chaz Bono,0.076,10,0,0.1072469134591675,S3-27_percent,0,,0.1832469134591675,9,0
13,4,Ricki Lake,0.139,1,0,0.117253311620007,S3-27_percent,0,,0.25625331162000703,1,0
13,4,J.R. Martinez,0.124,2,0,0.1172534236374116,S3-27_percent,0,,0.2412534236374116,2,0
13,4,Hope Solo,0.115,3,0,0.1122383642969711,S3-27_percent,0,,0.22723836429697108,4,0
13,4,Rob Kardashian,0.115,3,0,0.1172533520107529,S3-27_percent,0,,0.23225335201075292,3,0
13,4,David Arquette,0.11,5,0,0.1096264863519977,S3-27_percent,0,,0.21962648635199772,5,0
13,4,Chaz Bono,0.1,6,0,0.1116203922321247,S3-27_percent,0,,0.2116203922321247,6,0
13,4,Chynna Phillips,0.1,6,1,0.0990188856707134,S3-27_percent,0,,0.1990188856707134,9,1
13,4,Nancy Grace,0.1,6,0,0.1111180247666502,S3-27_percent,0,,0.2111180247666502,7,0
13,4,Carson Kressley,0.096,9,0,0.1046177594133711,S3-27_percent,0,,0.20061775941337112,8,0
13,5,J.R. Martinez,0.149,1,0,0.134727842187962,S3-27_percent,0,,0.283727842187962,1,0
13,5,David Arquette,0.133,2,0,0.1199959884910718,S3-27_percent,0,,0.2529959884910718,5,0
13,5,Rob Kardashian,0.133,2,0,0.1347278123933657,S3-27_percent,0,,0.26772781239336574,2,0
13,5,Hope Solo,0.128,4,0,0.1250716921251393,S3-27_percent,0,,0.2530716921251393,4,0
13,5,Ricki Lake,0.128,4,0,0.1347276251363082,S3-27_percent,0,,0.2627276251363082,3,0
13,5,Nancy Grace,0.117,6,0,0.1228982804274013,S3-27_percent,0,,0.2398982804274013,6,0
13,5,Chaz Bono,0.112,7,0,0.1181568733669367,S3-27_percent,0,,0.2301568733669367,7,0
13,5,Carson Kressley,0.101,8,1,0.1096938858718148,S3-27_percent,0,,0.2106938858718148,8,1
13,6,J.R. Martinez,0.175,1,0,0.1574047454826885,S3-27_percent,0,,0.3324047454826885,1,0
13,6,Ricki Lake,0.175,1,0,0.1574045139172183,S3-27_percent,0,,0.33240451391721826,2,0
13,6,Nancy Grace,0.145,3,0,0.1352858680945185,S3-27_percent,0,,0.2802858680945185,4,0
13,6,David Arquette,0.139,4,0,0.1297775540743518,S3-27_percent,0,,0.2687775540743518,5,0
13,6,Rob Kardashian,0.133,5,0,0.1574045789256393,S3-27_percent,0,,0.2904045789256393,3,0
13,6,Hope Solo,0.12,6,0,0.1393888067800281,S3-27_percent,0,,0.25938880678002807,6,0
13,6,Chaz Bono,0.114,7,1,0.1233339327255553,S3-27_percent,0,,0.2373339327255553,7,1
13,7,Ricki Lake,0.181,1,0,0.1871007098979268,S3-27_percent,0,,0.36810070989792676,1,0
13,7,Rob Kardashian,0.174,2,0,0.1871007334101498,S3-27_percent,0,,0.3611007334101498,2,0
13,7,Hope Solo,0.171,3,0,0.1546474678560347,S3-27_percent,0,,0.3256474678560347,4,0
13,7,J.R. Martinez,0.164,4,0,0.1871009937387348,S3-27_percent,0,,0.3511009937387348,3,0
13,7,David Arquette,0.16,5,1,0.1369284672570702,S3-27_percent,0,,0.2969284672570702,6,1
13,7,Nancy Grace,0.15,6,0,0.1471216278400836,S3-27_percent,0,,0.29712162784008356,5,0
13,8,J.R. Martinez,0.232,1,0,0.2252552203541634,S3-27_percent,0,,0.45725522035416344,1,0
13,8,Hope Solo,0.201,2,0,0.1688391098718792,S3-27_percent,0,,0.3698391098718792,4,0
13,8,Ricki Lake,0.201,2,0,0.2252549404889038,S3-27_percent,0,,0.4262549404889038,2,0
13,8,Rob Kardashian,0.197,4,0,0.225255027881418,S3-27_percent,0,,0.422255027881418,3,0
13,8,Nancy Grace,0.17,5,1,0.1553957014036355,S3-27_percent,0,,0.3253957014036355,5,1
13,9,Ricki Lake,0.283,1,0,0.2736979546246544,S3-27_percent,0,,0.5566979546246544,1,0
13,9,Rob Kardashian,0.274,2,0,0.2736980704587763,S3-27_percent,0,,0.5476980704587764,2,0
13,9,J.R. Martinez,0.236,3,0,0.2736985046269872,S3-27_percent,0,,0.5096985046269872,3,0
13,9,Hope Solo,0.207,4,1,0.1789054702895819,S3-27_percent,0,,0.3859054702895819,4,1
13,10,Rob Kardashian,0.335,1,0,0.3333330354491132,S3-27_percent,0,,0.6683330354491133,1,0
13,10,J.R. Martinez,0.333,2,0,0.3333339007641493,S3-27_percent,0,,0.6663339007641493,2,0
13,10,Ricki Lake,0.331,3,0,0.3333330637867374,S3-27_percent,0,,0.6643330637867374,3,1
14,1,Jaleel White,0.096,1,0,0.0836599267045956,S3-27_percent,0,,0.1796599267045956,2,0
14,1,Katherine Jenkins,0.096,1,0,0.084815508126933,S3-27_percent,0,,0.180815508126933,1,0
14,1,William Levy,0.089,3,0,0.0848157396163061,S3-27_percent,0,,0.1738157396163061,3,0
14,1,Gladys Knight,0.085,4,0,0.0835679676953645,S3-27_percent,0,,0.1685679676953645,5,0
14,1,Jack Wagner,0.085,4,0,0.0814456153570133,S3-27_percent,0,,0.1664456153570133,7,0
14,1,Roshon Fegan,0.085,4,0,0.0837532394612263,S3-27_percent,0,,0.1687532394612263,4,0
14,1,Sherri Sheperd,0.085,4,0,0.082550626878826,S3-27_percent,0,,0.167550626878826,6,0
14,1,Donald Driver,0.078,8,0,0.0848156928052484,S3-27_percent,0,,0.16281569280524838,8,0
14,1,Maria Menounos,0.078,8,0,0.0841447788807342,S3-27_percent,0,,0.1621447788807342,9,0
14,1,Gavin DeGraw,0.074,10,0,0.0831854058527227,S3-27_percent,0,,0.1571854058527227,11,0
14,1,Martina Navratilova,0.074,10,0,0.0793608437586163,S3-27_percent,0,,0.1533608437586163,12,1
14,1,Melissa Gilbert,0.074,10,0,0.0838846548624131,S3-27_percent,0,,0.1578846548624131,10,0
14,2,Katherine Jenkins,0.097,1,0,0.0857055260405674,S3-27_percent,0,,0.1827055260405674,1,0
14,2,Roshon Fegan,0.097,1,0,0.0840130635302923,S3-27_percent,0,,0.18101306353029228,2,0
14,2,Maria Menounos,0.093,3,0,0.0846378690318073,S3-27_percent,0,,0.17763786903180728,4,0
14,2,William Levy,0.093,3,0,0.0857057656495118,S3-27_percent,0,,0.1787057656495118,3,0
14,2,Donald Driver,0.089,5,0,0.0857056966307336,S3-27_percent,0,,0.1747056966307336,5,0
14,2,Sherri Sheperd,0.086,6,0,0.0820872415789415,S3-27_percent,0,,0.1680872415789415,6,0
14,2,Jaleel White,0.082,7,0,0.0838641571689607,S3-27_percent,0,,0.1658641571689607,7,0
14,2,Gavin DeGraw,0.078,8,0,0.0831050761996907,S3-27_percent,0,,0.1611050761996907,8,0
14,2,Jack Wagner,0.078,8,0,0.0803085082647587,S3-27_percent,0,,0.1583085082647587,9,0
14,2,Melissa Gilbert,0.074,10,0,0.0842227505596769,S3-27_percent,0,,0.15822275055967688,10,0
14,2,Gladys Knight,0.071,11,0,0.0837170564317015,S3-27_percent,0,,0.1547170564317015,11,0
14,2,Martina Navratilova,0.063,12,1,0.0769272889133572,S3-27_percent,0,,0.1399272889133572,12,1
14,3,Katherine Jenkins,0.104,1,0,0.0944318628152816,S3-27_percent,0,,0.19843186281528158,1,0
14,3,William Levy,0.1,2,0,0.0944321058487062,S3-27_percent,0,,0.1944321058487062,2,0
14,3,Maria Menounos,0.096,3,0,0.0923405963039434,S3-27_percent,0,,0.1883405963039434,3,0
14,3,Donald Driver,0.093,4,0,0.0944320303846324,S3-27_percent,0,,0.1874320303846324,4,0
14,3,Jaleel White,0.089,5,0,0.0908188785829734,S3-27_percent,0,,0.1798188785829734,6,0
14,3,Roshon Fegan,0.089,5,0,0.0911119119432776,S3-27_percent,0,,0.18011191194327758,5,0
14,3,Gavin DeGraw,0.086,7,0,0.0893204488450548,S3-27_percent,0,,0.1753204488450548,9,0
